City_id,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
457,Suwalki,PL,54.1118,22.9309,59.59,99,100,4.03,overcast clouds
458,Lagoa,PT,39.05,-27.9833,73.17,71,1,3.27,clear sky
459,Kantang,TH,7.4054,99.5156,78.17,89,100,2.04,very heavy rain
460,Ozernovskiy,RU,51.5,156.5167,53.35,84,40,4.21,scattered clouds
461,Erzin,TR,36.9559,36.2,76.57,82,0,3.58,clear sky
462,Yumen,CN,40.2833,97.2,75.09,36,95,22.35,overcast clouds
463,Makungu,TZ,-8.7333,35.2833,60.12,85,13,4.14,few clouds
464,Vao,NC,-22.6667,167.4833,68.9,79,99,25.77,overcast clouds
465,La Macarena,CO,2.1837,-73.7849,82.47,76,69,1.39,broken clouds
466,Russell,US,32.3502,-85.1999,92.97,58,20,3.44,few clouds
467,Grand Gaube,MU,-20.0064,57.6608,72.0,69,13,7.0,few clouds
468,Barcelos,PT,41.5388,-8.6151,97.92,33,3,7.85,clear sky
469,Lorengau,PG,-2.0226,147.2712,81.18,78,63,7.47,broken clouds
470,Nsanje,MW,-16.92,35.262,71.91,53,11,4.83,few clouds
471,Isla Mujeres,MX,21.2311,-86.731,89.65,71,22,9.93,few clouds
472,Jibuti,DJ,11.5,42.5,92.32,33,85,5.64,overcast clouds
473,Havre,FR,49.5833,0.3333,73.2,78,100,12.66,overcast clouds
474,Okhotsk,RU,59.3833,143.3,57.24,92,100,7.43,overcast clouds
475,Kyshtovka,RU,56.555,76.6271,62.42,96,89,10.85,overcast clouds
476,Malartic,CA,48.1335,-78.1328,79.02,59,6,10.89,clear sky
477,Aripuana,BR,-9.1667,-60.6333,97.72,22,7,2.62,clear sky
478,Shaikhpura,IN,25.15,85.85,85.78,72,100,5.93,moderate rain
479,Marang,MY,5.2056,103.2059,78.71,88,100,4.52,overcast clouds
480,Fort Wellington,GY,6.4,-57.6,84.18,66,33,8.25,scattered clouds
481,Quesnel,CA,52.9999,-122.5029,72.1,68,0,2.3,haze
482,Jacareacanga,BR,-6.2222,-57.7528,97.07,31,100,3.44,overcast clouds
483,Lumut,MY,4.2323,100.6298,80.62,89,20,0.0,moderate rain
484,Muscat,OM,23.6139,58.5922,89.62,64,78,5.3,broken clouds
485,Ilhabela,BR,-23.7781,-45.3581,69.17,61,3,4.59,clear sky
486,Bernalillo,US,35.05,-106.6673,86.11,47,20,4.61,few clouds
487,Hanna,CA,51.6334,-111.9018,74.86,65,51,8.99,broken clouds
488,Furukawa,JP,38.5717,140.9556,74.46,82,50,3.51,scattered clouds
489,Lenti,HU,46.624,16.5386,80.94,48,50,7.27,scattered clouds
490,Sarmanovo,RU,55.2553,52.5891,68.68,66,100,0.92,overcast clouds
491,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,53,0,6.91,clear sky
492,Ozerki,RU,57.6167,39.8833,68.02,56,0,2.24,clear sky
493,Tessalit,ML,20.1986,1.0114,104.94,11,81,8.05,broken clouds
494,Sioux Lookout,CA,50.1001,-91.917,68.07,94,100,2.3,light intensity shower rain
495,Lasa,IT,46.6166,10.7002,74.7,69,73,4.65,broken clouds
496,Staryy Nadym,RU,65.6118,72.6842,50.02,75,22,10.07,few clouds
497,Ilulissat,GL,69.2167,-51.1,53.62,54,40,5.75,scattered clouds
498,Nantucket,US,41.2835,-70.0995,82.54,65,0,9.22,clear sky
499,Vardo,NO,70.3705,31.1107,53.58,94,100,2.3,fog
500,Vyazemskiy,RU,47.5378,134.7525,69.15,94,6,3.29,clear sky
501,Kang,BW,-23.6752,22.7876,62.47,24,29,8.68,scattered clouds
502,Yarim,YE,14.298,44.3779,59.92,72,75,1.25,broken clouds
503,Mareeba,AU,-17.0,145.4333,65.12,91,41,2.68,scattered clouds
504,Lanzhou,CN,36.0564,103.7922,75.38,63,63,5.26,broken clouds
505,Jucurutu,BR,-6.0339,-37.0203,89.56,44,89,8.23,overcast clouds
506,Capinota,BO,-17.7167,-66.2333,81.81,8,0,5.14,clear sky
507,Grootfontein,NA,-19.5667,18.1167,65.77,26,2,3.44,clear sky
508,Atchison,US,39.563,-95.1216,83.91,79,43,7.54,scattered clouds
509,Voronezh,RU,51.6664,39.17,71.62,40,0,6.71,clear sky
510,Sao Filipe,CV,14.8961,-24.4956,76.39,79,100,7.31,overcast clouds
511,Nizhniy Tsasuchey,RU,50.5167,115.1333,64.9,59,52,7.25,broken clouds
512,Ahipara,NZ,-35.1667,173.1667,50.92,79,18,8.5,few clouds
513,Poum,NC,-20.2333,164.0167,70.95,76,100,9.26,overcast clouds
514,Bridlington,GB,54.0831,-0.1919,66.88,88,32,15.61,scattered clouds
515,Gander,CA,48.9682,-54.5906,75.33,60,75,10.36,broken clouds
516,Portland,US,45.5234,-122.6762,88.77,40,20,3.0,few clouds
517,Kenai,US,60.5544,-151.2583,60.1,87,75,5.75,broken clouds
518,Tezu,IN,27.9167,96.1667,75.22,98,99,2.21,overcast clouds
519,Katobu,ID,-4.9408,122.5276,73.78,96,78,5.57,broken clouds
520,Vuktyl,RU,63.8567,57.3094,61.83,51,84,7.05,broken clouds
521,Sarakhs,IR,36.5449,61.1577,89.74,29,0,0.0,clear sky
522,Saint-Francois,FR,46.4154,3.9054,87.24,30,0,9.22,clear sky
523,Juneau,US,58.3019,-134.4197,61.84,99,100,8.05,mist
524,Bekesszentandras,HU,46.8667,20.4833,70.02,51,90,18.5,overcast clouds
525,Jardim,BR,-21.4803,-56.1381,89.01,22,0,5.26,clear sky
526,Luena,AO,-11.7833,19.9167,64.63,24,0,1.14,clear sky
527,Zhangye,CN,38.9342,100.4517,73.83,59,54,2.39,broken clouds
528,Timra,SE,62.487,17.3257,69.48,60,64,10.36,broken clouds
529,Nokha,IN,27.6,73.4167,83.21,72,100,16.87,overcast clouds
530,Ranong,TH,9.9658,98.6348,79.77,88,100,9.17,overcast clouds
531,Sao Domingos,BR,-13.3983,-46.3183,91.98,13,40,7.02,scattered clouds
532,Koszalin,PL,54.1944,16.1722,65.14,69,11,7.58,few clouds
533,Troitsko-Pechorsk,RU,62.7084,56.1964,57.92,73,90,5.41,overcast clouds
534,Diplo,PK,24.4667,69.584,82.9,81,50,19.75,scattered clouds
535,Varhaug,NO,58.6147,5.6457,59.7,78,57,17.56,broken clouds
536,Saint-Pierre,RE,-21.3393,55.4781,69.91,73,0,2.3,clear sky
537,Ampere,BR,-25.915,-53.4728,71.85,40,2,2.77,clear sky
538,Aklavik,CA,68.2191,-135.0107,55.4,82,40,2.3,scattered clouds
539,Ranfurly,NZ,-45.1333,170.1,26.1,88,23,4.63,few clouds
540,Port Moresby,PG,-9.4431,147.1797,74.62,94,40,4.61,scattered clouds
541,Pierre,US,44.3683,-100.351,83.32,47,0,23.02,clear sky
542,Morehead,US,37.2711,-87.1764,76.98,88,100,4.61,overcast clouds
543,Faya,SA,18.3851,42.4509,66.31,79,59,6.11,broken clouds
544,Lucea,JM,18.451,-78.1736,89.85,69,7,18.1,clear sky
545,Jevargi,IN,17.0167,76.7667,82.27,75,100,5.35,overcast clouds
546,Anadyr,RU,64.75,177.4833,46.9,81,0,2.24,clear sky
547,Payo,ID,-3.7508,103.6372,72.9,94,71,2.06,broken clouds
548,Sobolevo,RU,54.4299,31.8996,64.6,73,100,6.64,overcast clouds
549,Nyurba,RU,63.2842,118.3319,61.95,86,88,3.31,overcast clouds
550,Broken Hill,AU,-31.95,141.4333,43.02,76,2,9.46,clear sky
551,Fier,AL,40.7239,19.5561,75.96,76,0,5.39,clear sky
552,Walla Walla,US,46.0646,-118.343,97.5,29,0,6.91,clear sky
553,Trairi,BR,-3.2778,-39.2689,83.79,65,27,12.88,scattered clouds
554,Ukiah,US,39.1502,-123.2078,90.64,53,0,5.75,clear sky
555,Laives,IT,46.4228,11.3348,81.97,42,34,1.99,scattered clouds
556,Omboue,GA,-1.5746,9.2618,73.96,85,36,9.66,scattered clouds
557,Marzuq,YE,14.4,46.4667,79.45,69,3,9.71,light rain
558,Grindavik,IS,63.8424,-22.4338,53.55,71,75,18.41,broken clouds
559,Fort Nelson,CA,58.8053,-122.7002,62.19,72,75,4.61,broken clouds
560,Lahat,ID,-3.8,103.5333,72.75,92,75,2.08,broken clouds
561,Karasburg,NA,-28.0167,18.75,49.68,32,0,10.58,clear sky
562,Columbus,US,39.9612,-82.9988,80.78,66,40,9.22,scattered clouds
563,Cikupa,ID,-6.2364,106.5083,80.91,80,1,6.31,clear sky
564,Saint-Georges,GD,12.0564,-61.7485,83.88,79,75,17.27,broken clouds
565,Namatanai,PG,-3.6667,152.4333,78.17,81,85,7.87,light rain
566,Bombay,IN,19.0144,72.8479,84.18,84,40,8.05,haze
567,Margate,GB,51.3813,1.3862,76.87,68,95,5.01,overcast clouds
568,Gonen,TR,40.1049,27.654,80.56,66,0,5.73,clear sky
569,Narimanov,RU,46.6927,47.8498,75.11,59,84,6.06,broken clouds
570,Khash,IR,28.2211,61.2158,78.82,52,100,4.03,light rain
571,Fereydunshahr,IR,32.941,50.121,65.64,63,93,3.29,overcast clouds
572,Kaohsiung,TW,22.6163,120.3133,83.03,83,75,4.61,broken clouds
573,Camacha,PT,33.0833,-16.3333,71.02,68,20,16.11,few clouds
574,Coihaique,CL,-45.5752,-72.0662,40.95,65,0,4.61,clear sky
575,Pirenopolis,BR,-15.8525,-48.9592,84.69,15,2,6.82,clear sky
576,Nangomba,TZ,-10.9,38.5,74.68,50,34,8.81,scattered clouds
577,Quatre Cocos,MU,-20.2078,57.7625,71.71,72,40,16.26,scattered clouds
578,Yining,CN,29.0361,114.5636,76.44,81,5,0.94,clear sky
579,Pangnirtung,CA,66.1451,-65.7125,57.2,67,75,10.36,broken clouds
580,Kotido,UG,2.9806,34.1331,69.82,76,75,5.97,light rain
581,Port Augusta,AU,-32.5,137.7667,43.56,81,0,3.53,clear sky
582,Marawi,PH,7.9986,124.2928,69.58,91,100,2.13,overcast clouds
583,Bonthe,SL,7.5264,-12.505,78.19,73,93,10.16,overcast clouds
584,Viransehir,TR,37.2353,39.7631,94.66,16,0,10.11,clear sky
585,Carupano,VE,10.6678,-63.2585,84.29,70,85,15.21,overcast clouds
586,Puerto Escondido,MX,15.85,-97.0667,86.83,66,40,5.75,scattered clouds
587,Odlabari,IN,26.8333,88.6167,76.53,97,100,2.75,overcast clouds
588,Dahanu,IN,19.9667,72.7333,81.88,81,38,7.25,scattered clouds
589,Algemesi,ES,39.1833,-0.4333,87.76,71,12,10.8,few clouds
590,Ambalavao,MG,-21.8333,46.9333,56.37,92,33,3.85,scattered clouds
591,Tautira,PF,-17.7333,-149.15,76.71,71,87,24.72,overcast clouds
592,Anage,BR,-14.6122,-41.1356,90.82,24,8,3.18,clear sky
593,Hofn,IS,64.2539,-15.2082,54.72,57,100,8.75,overcast clouds
594,Altotting,DE,48.2333,12.6833,75.69,57,65,5.08,broken clouds
595,Opuwo,NA,-18.0607,13.84,58.96,31,31,8.08,scattered clouds
596,Severomorsk,RU,69.0689,33.4162,63.0,77,37,9.15,scattered clouds
597,Palmer,US,42.1584,-72.3287,85.91,49,75,6.91,broken clouds
598,Lengshuitan,CN,26.4111,111.5956,80.02,66,2,3.22,clear sky
599,Flagstaff,US,35.1981,-111.6513,76.55,56,20,4.61,few clouds
600,Itarema,BR,-2.9248,-39.9167,84.11,66,48,17.09,scattered clouds
601,Phalodi,IN,27.1333,72.3667,85.21,70,100,17.09,overcast clouds
602,Shieli,KZ,44.1667,66.75,77.52,39,19,5.35,few clouds
603,Chimoio,MZ,-19.1164,33.4833,64.26,72,0,3.38,clear sky
604,Broken Arrow,US,36.0526,-95.7908,79.25,92,75,8.05,broken clouds
605,Frutal,BR,-20.0247,-48.9406,87.6,21,0,6.93,clear sky
606,Jalu,LY,29.0331,21.5482,93.34,19,0,11.39,clear sky
607,Kokkola,FI,63.8385,23.1307,71.76,69,41,4.61,scattered clouds
608,Marienburg,PL,54.0359,19.0266,65.84,87,100,9.15,overcast clouds
609,Haines Junction,CA,60.7522,-137.5108,55.35,88,88,3.44,overcast clouds
610,Pangkalanbuun,ID,-2.6833,111.6167,72.07,97,100,1.45,overcast clouds
611,Saran,FR,47.9501,1.876,88.83,32,0,9.22,clear sky
612,Nyrob,RU,60.733,56.7202,60.91,90,100,4.38,overcast clouds
613,Charters Towers,AU,-20.1,146.2667,56.55,95,64,7.83,broken clouds
614,Pandaria,IN,22.2333,81.4167,80.96,75,91,5.17,overcast clouds
615,Praya,CV,14.9215,-23.5087,81.14,65,75,14.97,broken clouds
616,Beira,MZ,-19.8436,34.8389,69.89,94,0,6.91,clear sky
617,Coquimbo,CL,-29.9533,-71.3436,56.93,76,75,2.3,broken clouds
618,Kruisfontein,ZA,-34.0033,24.7314,48.47,77,19,7.76,few clouds
619,Amudat,UG,1.95,34.95,69.98,74,91,3.67,moderate rain
620,Sao Borja,BR,-28.6606,-56.0044,73.94,50,0,1.88,clear sky
621,Dongsheng,CN,39.8161,109.9776,73.87,52,51,8.72,broken clouds
622,Laki,BG,41.85,24.8167,75.36,83,73,2.84,broken clouds
623,Nikolsk,RU,53.7189,46.0712,60.21,76,5,5.5,clear sky
624,Nabire,ID,-3.3667,135.4833,75.33,91,97,3.31,overcast clouds
625,Toshkivka,UA,48.7791,38.579,76.96,33,23,14.38,few clouds
626,Antalaha,MG,-14.9003,50.2788,67.68,88,2,7.31,clear sky
627,Ambilobe,MG,-13.2,49.05,70.36,73,32,3.36,scattered clouds
628,Dabola,GN,10.75,-11.1167,77.22,89,83,1.03,moderate rain
629,El Estor,GT,15.5333,-89.35,79.07,86,99,2.19,overcast clouds
630,Manzil Salim,TN,35.8567,8.4765,90.61,23,2,13.69,clear sky
631,Matara,LK,5.9485,80.5353,77.41,90,100,12.5,light rain
632,Zlobin,HR,45.2924,14.6541,74.5,51,20,3.44,few clouds
633,Kamenskiy,RU,50.8855,45.488,70.32,71,74,13.89,broken clouds
634,Tomatlan,MX,19.9333,-105.25,93.92,45,98,1.19,overcast clouds
635,Lohne,DE,52.6667,8.2333,69.19,88,99,9.75,overcast clouds
636,Umm Kaddadah,SD,13.6017,26.6876,84.22,51,83,6.67,moderate rain
637,Manakara,MG,-22.1333,48.0167,67.46,90,0,6.96,clear sky
638,Mecca,SA,21.4267,39.8261,92.28,28,21,4.41,few clouds
639,Synya,RU,65.3718,58.0387,60.03,70,29,2.42,scattered clouds
640,Homer,US,59.6425,-151.5483,59.04,89,40,3.44,scattered clouds
641,Louiseville,CA,46.2559,-72.9415,79.95,53,8,14.12,clear sky
642,Guider,CM,9.9342,13.9486,78.82,73,99,5.17,overcast clouds
643,Ariquemes,BR,-9.9133,-63.0408,97.36,22,3,3.85,clear sky
644,Kangaba,ML,11.9333,-8.4167,82.24,72,75,4.59,light rain
645,Lokoja,NG,7.8024,6.743,76.55,88,100,4.0,light rain
646,Riyadh,SA,24.6877,46.7219,89.74,74,100,19.91,light rain
647,Ransang,PH,8.9603,117.5828,78.46,85,100,3.8,light rain
648,Burgeo,CA,47.6167,-57.6152,68.38,77,49,20.54,scattered clouds
649,Kassala,SD,15.451,36.4,82.49,65,93,16.49,overcast clouds
650,Saravan,AM,39.7196,45.6483,64.96,59,65,6.98,broken clouds
651,Porto Novo,BJ,6.4965,2.6036,76.82,80,97,12.8,overcast clouds
652,Gao,ML,16.6362,1.637,104.43,12,44,9.17,scattered clouds
653,Victor Harbor,AU,-35.5667,138.6167,49.68,81,1,14.25,clear sky
654,Porto Empedocle,IT,37.2934,13.5264,84.31,48,0,10.89,clear sky
655,Senador Guiomard,BR,-10.1522,-67.7392,91.15,27,20,4.88,few clouds
656,Tayu,ID,-6.5397,111.0518,78.85,78,85,6.04,overcast clouds
657,Coyah,GN,9.75,-13.4167,79.45,85,97,5.82,light rain
658,San Rafael,AR,-34.6177,-68.3301,61.84,25,0,6.15,clear sky
659,Taltal,CL,-25.4,-70.4833,62.92,71,8,6.67,clear sky
660,Jega,NG,12.2175,4.3792,81.09,62,72,7.43,broken clouds
661,Afzalgarh,IN,29.4,78.6833,76.26,92,96,3.85,overcast clouds
662,Lichinga,MZ,-13.3128,35.2406,62.69,67,0,6.91,clear sky
663,Iskateley,RU,67.6803,53.1512,64.63,56,51,14.63,broken clouds
664,Ust-Kuyga,RU,70.0167,135.6,64.18,92,100,5.59,light rain
665,Sao Felipe,BR,-14.8167,-41.3833,90.84,23,7,2.53,clear sky
666,Ornskoldsvik,SE,63.2909,18.7153,68.95,64,47,9.22,scattered clouds
667,Manokwari,ID,-0.8667,134.0833,77.7,68,95,3.98,overcast clouds
668,Mongoumba,CF,3.6415,18.5936,70.03,97,100,1.34,overcast clouds
669,Akcakoca,TR,41.0866,31.1162,73.22,92,9,3.53,clear sky
670,Diebougou,BF,10.9667,-3.25,82.89,69,87,4.23,overcast clouds
671,Colwyn Bay,GB,53.2948,-3.7267,66.06,34,21,5.01,few clouds
672,Ugra,RU,54.7777,34.3267,60.37,75,85,3.96,overcast clouds
673,Noshiro,JP,40.2039,140.0242,74.5,88,73,4.92,broken clouds
674,Bantou,CN,26.2151,117.4893,77.09,85,45,1.54,scattered clouds
675,Zhigansk,RU,66.7697,123.3711,60.62,88,100,8.5,light rain
676,Lusambo,CD,-4.9667,23.45,79.38,48,95,2.08,overcast clouds
677,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,58.12,61,85,3.4,overcast clouds
678,Kananga,CD,-5.8958,22.4178,83.37,30,46,3.65,scattered clouds
679,Constantine,DZ,36.365,6.6147,94.41,22,20,9.22,few clouds
680,Ondjiva,AO,-17.0667,15.7333,66.52,27,4,2.39,clear sky
681,Hami,CN,42.8,93.45,84.33,27,50,5.12,scattered clouds
682,Pueblo Nuevo,MX,23.3833,-105.3833,70.43,60,98,4.0,overcast clouds
683,San Severo,IT,41.6897,15.376,85.6,42,0,6.62,clear sky
684,Kysyl-Syr,RU,63.8986,122.7617,63.73,85,98,4.03,overcast clouds
685,Baturaja,ID,-4.1333,104.1667,73.24,99,63,2.86,broken clouds
686,Foix,FR,42.8333,1.5833,79.77,51,16,3.38,few clouds
687,Luzino,RU,54.9481,73.0353,71.37,64,40,8.95,light rain
688,Pemangkat,ID,1.1667,108.9667,76.42,86,97,3.49,overcast clouds
689,Biltine,TD,14.5333,20.9167,83.48,61,88,1.63,overcast clouds
